status,issue,title,validator comment 1,validator comment 2,validator comment 3,root cause 1,root cause 2,root cause 3,merged root cause,primary finding,proposed root cause group,
Satisfactory,validation-64,Unset `deadline` allows for malicious swap executions.,block.timestamp is an invalid deadline,Infeasible in POS,swap deadline,"https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L49-L51,https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L33-L35",https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L34,https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L22-L56,"https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L22-L56,https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L49-L51",validation-87,"DUPE-UniswapSettlement-001,DUPE-UniswapSettlement-001",
Unsatisfactory,validation-100,Incorrect Fee Calculation for Short Positions.,Invalid,Insufficient proof to elicit the flaws,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/PerpFee.sol#L77-L84,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/PerpFee.sol#L77-L84,,,
Unsatisfactory,validation-101,Incorrect Update of `lastRebalanceTotalSquartAmount` Leading to Inaccurate Rebalancing Interest Calculations.,Invalid,Informational,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/PerpFee.sol#L148,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/PerpFee.sol#L148,,,
Unsatisfactory,validation-102,"Malicious User Can Set Trader to Zero Address, Forcing Liquidators to Cover Losses Without Reward",Invalid,Infeasible. It's the blacklisted trader that's concerning,,,https://github.com/code-423n4/2024-05-predy/blob/main/src%2Flibraries%2Forders%2FOrderInfoLib.sol#L18-L20,,https://github.com/code-423n4/2024-05-predy/blob/main/src%2Flibraries%2Forders%2FOrderInfoLib.sol#L18-L20,,,
Unsatisfactory,validation-103,Incorrect Use of `uint256` for Negative Margin Amounts in Liquidation Process,Invalid,Negative integers have been negated,,,https://github.com/code-423n4/2024-05-predy/blob/main/src%2Flibraries%2Flogic%2FLiquidationLogic.sol#L92-L107,,https://github.com/code-423n4/2024-05-predy/blob/main/src%2Flibraries%2Flogic%2FLiquidationLogic.sol#L92-L107,,,
Unsatisfactory,validation-104,Trader Address Can Be Set to Zero Which Prevents Liquidation and Causes Gas Wastage,Lack of evidence,Infeasible. It's the blacklisted trader that's concerning,,,https://github.com/code-423n4/2024-05-predy/blob/main/src%2Flibraries%2Forders%2FOrderInfoLib.sol#L18-L20,,https://github.com/code-423n4/2024-05-predy/blob/main/src%2Flibraries%2Forders%2FOrderInfoLib.sol#L18-L20,,,
Unsatisfactory,validation-108,Inability to perform partial liquidations allows huge vaults to accrue bad debt in the system,Invalid,Intended design,can use flashloan,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/logic/LiquidationLogic.sol#L104-L106,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/logic/LiquidationLogic.sol#L104-L106,,,
Unsatisfactory,validation-109,Deflation in PremiumCurve Value Due to Math Error in Implementation,Invalid,Protocol in disadvantage,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/PremiumCurveModel.sol#L10-L21,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/PremiumCurveModel.sol#L10-L21,,,
Unsatisfactory,validation-110,No incentive to liquidate small positions could result in protocol going underwater,Invalid. Design analysis. This is just farming. Recommendation cannot even be proved to be sound,Intended design,"not significant loss, feature improvement",,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/logic/LiquidationLogic.sol#L39,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/logic/LiquidationLogic.sol#L39,,,
Unsatisfactory,validation-134,Protocol is potentially vulnerable to flash-loan attacks,Invalid. Lack of evidence,Impractical mitigation,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L237-L243,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L237-L243,,,
Unsatisfactory,validation-143,`interest` component of lent tokens is not withdrawable by the lender,Invalid,Insufficient proof. It's an intended design and commonly known issues after all,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L222-L228,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L222-L228,,,
Unsatisfactory,validation-150,`createPriceFeed()` allows for injection of malicious oracles.,Invalid,Insufficient proof alleging the claim. This is a parental function to be called by its child,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L18-L24,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L18-L24,,,
Unsatisfactory,validation-151,Incorrect Eligibility Assessment in `_isLiquidatable` function which determines whether a vault (position) is eligible for liquidation.,Invalid,Insufficient proof to elicit the flaws,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/PositionCalculator.sol#L45,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/PositionCalculator.sol#L45,,,
Unsatisfactory,validation-153,Incorrect Safety Assessment in `getIsSafe` Function which miscalculates the safety of a position by not considering the absolute value of a negative margin.,Invalid,Impractical flaw,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/PositionCalculator.sol#L63-L73,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/PositionCalculator.sol#L63-L73,,,
Unsatisfactory,validation-154,Truncation Bug in `minMinValue` Calculation due to truncation caused by division by 1e6.,Invalid,Insufficient proof to elicit the flaws,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/PositionCalculator.sol#L92-L93,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/PositionCalculator.sol#L92-L93,,,
Unsatisfactory,validation-155,Incorrect Position Assessment in `calculateMinValue` where the `hasPosition` flag is not updated correctly due to the logical OR operator's short-circuit behavior.,Invalid,Insufficient proof to elicit the flaws,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/PositionCalculator.sol#L129,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/PositionCalculator.sol#L129,,,
Unsatisfactory,validation-157,"Invalid Tick Value Generation in `calculateMinLowerTick` where the addition of tickSpacing to minLowerTick can result in an invalid tick value that is not a multiple of `tickSpacing`, contradicting the UniswapV3 documentation.",GPT,Insufficient proof,range size,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/Reallocation.sol#L137,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/Reallocation.sol#L126-L142,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/Reallocation.sol#L126-L142,,,
Unsatisfactory,validation-158,Over-Withdrawal Vulnerability in `removeAsset` Function where the calculation of `finalWithdrawAmount` can result in a value greater than the intended amount when `tokenState.assetScaler` is less than Constants.,Invalid,Impractical exploit,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/ScaledAsset.sol#L65,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/ScaledAsset.sol#L65,,,
Unsatisfactory,validation-159,"Incorrect Supply Interest Rate Calculation in updateScaler where the calculation of the supply interest rate is incorrect, leading to users being under-rewarded or over-rewarded for their supplied assets, resulting in a loss or gain of funds for the protocol or users.",Invalid,Incorrect assumption,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/ScaledAsset.sol#L201-L207,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/ScaledAsset.sol#L201-L207,,,
Unsatisfactory,validation-160,"Incomplete Liquidation Handling in `execLiquidationCall` where the removal of a position is not executed if the liquidation call fails or reverts, leading to inconsistent state, stuck funds.",Invalid. GPT,Intended design,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/gamma/GammaTradeMarket.sol#L138-L149,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/gamma/GammaTradeMarket.sol#L138-L149,,,
Unsatisfactory,validation-161,Incorrect Condition Check in `_modifyAutoHedgeAndClose` where an incorrect condition check prevents users from modifying their positions when the order quantities and margin amount are zero.,Invalid,Insufficient proof to elicit the flaws,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/gamma/GammaTradeMarket.sol#L212-L214,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/gamma/GammaTradeMarket.sol#L212-L214,,,
Unsatisfactory,validation-162,Incorrect Position Closure in autoClose where a negative sign error causes the function to open a new position in the opposite direction instead of closing the existing position.,Invalid,Insufficient proof to elicit the flaws,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/gamma/GammaTradeMarket.sol#L298-L304,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/gamma/GammaTradeMarket.sol#L298-L304,,,
Unsatisfactory,validation-163,Insufficient Condition for Determining Hedge or Close where the condition solely relying on vault.openPosition values may lead to missed hedge or close opportunities.,Invalid,Unstructured POC,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/gamma/GammaTradeMarket.sol#L342-L344,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/gamma/GammaTradeMarket.sol#L342-L344,,,
Unsatisfactory,validation-164,Unprotected Assumption in `_removePosition` where the assumption that the provided `positionId` exists in the `userPositions` mapping is not verified.,Invalid,Low QA,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/gamma/GammaTradeMarket.sol#L402-L406,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/gamma/GammaTradeMarket.sol#L402-L406,,,
Unsatisfactory,validation-166,`executeOrderV3()` reverts when updating vault `recipient`,Invalid,Insufficient proof to elicit the flaws,filler or owner,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L286-L292,https://github.com/code-423n4/2024-05-predy/blob/main/src/base/BaseMarketUpgradable.sol#L140,"https://github.com/code-423n4/2024-05-predy/blob/main/src/base/BaseMarketUpgradable.sol#L140,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L286-L292",,,
Unsatisfactory,validation-18,Lack of Balance Check in uniswapV3MintCallback Function,GPT,Informational,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L78,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L78,,,
Unsatisfactory,validation-188,ReentrancyGuard Not Initialized Correctly,Invalid,Insufficient/invalid proof,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L70-L75,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L70-L75,,,
Unsatisfactory,validation-189,Improper Callback Handling Can Lead to Loss of Liquidity,Invalid,Incorrect assumption,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L78-L90,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L78-L90,,,
Unsatisfactory,validation-19,Lack of pairId Validation in withdrawProtocolRevenue Function,GPT,Incorrect assumptions,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L177,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L177,,,
Unsatisfactory,validation-190,Resetting `accumulatedProtocolRevenue` Before Successful Transfer Can Lead to Lost Funds.,Invalid,It's atomically handled,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L184-L188,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L184-L188,,,
Unsatisfactory,validation-191,Incorrect Price Feed Implementation Can Lead to Exploitable Price Deviations,GPT,Incorrect assumption,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L54-L55,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L54-L55,,,
Unsatisfactory,validation-192,Missing Validation in Liquidation Call Can Lead to Exploitable Conditions,Invalid. GPT,Low QA,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/base/BaseMarketUpgradable.sol#L96-L103,,https://github.com/code-423n4/2024-05-predy/blob/main/src/base/BaseMarketUpgradable.sol#L96-L103,,,
Unsatisfactory,validation-193,Incorrect Assumption for baseAmountDelta Leads to Potential Price Manipulation,Invalid,Similar to readme: Non-atomic sandwich price manipulation,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/base/BaseMarketUpgradable.sol#L49-L66,,https://github.com/code-423n4/2024-05-predy/blob/main/src/base/BaseMarketUpgradable.sol#L49-L66,,,
Unsatisfactory,validation-194,Incomplete Fee Logic - Positive Settlement Fees Not Transferred (Security Risk),Invalid,Measures already well in place,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/base/SettlementCallbackLib.sol#L40-L58,,https://github.com/code-423n4/2024-05-predy/blob/main/src/base/SettlementCallbackLib.sol#L40-L58,,,
Unsatisfactory,validation-195,Potential Integer Overflow/Underflow in SettlementCallbackLib (Loss of Funds),Invalid,Low QA on casting,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/base/SettlementCallbackLib.sol#L77-L85,,https://github.com/code-423n4/2024-05-predy/blob/main/src/base/SettlementCallbackLib.sol#L77-L85,,,
Unsatisfactory,validation-196,`SettlementCallbackLib` Miscalculates Quote Amount for Unscaled Prices (Potential User Loss),Invalid,Unstructured POC on an impractical exploit,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/base/SettlementCallbackLib.sol#L124-L134,,https://github.com/code-423n4/2024-05-predy/blob/main/src/base/SettlementCallbackLib.sol#L124-L134,,,
Unsatisfactory,validation-197,SettlementCallbackLib.buy Allows Unauthorized Quote Token Transfer (Potential User Loss),Invalid,Insufficient proof to elicit the flaws,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/base/SettlementCallbackLib.sol#L169-L181,,https://github.com/code-423n4/2024-05-predy/blob/main/src/base/SettlementCallbackLib.sol#L169-L181,,,
Unsatisfactory,validation-198,Unforeseen Underflow in Perp.SqrtPerpAssetStatus Can Cause System Disruptions.,Invalid,The call would simply revert then,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/Perp.sol#L85,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/Perp.sol#L85,,,
Unsatisfactory,validation-199,Incorrect Interest Growth Calculation in Perp.updateRebalanceInterestGrowth (Loss of Interest),Invalid,Inconcrete example to elicit the flaws,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/Perp.sol#L166-L173,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/Perp.sol#L166-L173,,,
Unsatisfactory,validation-201,Inconsistent Position Updates Due to Unaccounted Negative Amounts in Perp Contract (PredyPool),Invalid,Incorrect assumptions,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/Perp.sol#L284-L288,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/Perp.sol#L284-L288,,,
Unsatisfactory,validation-22,Lack of Fee and Deduction Handling in withdrawProtocolRevenue Function,GPT,Inadequate proof to substantiate the flaws,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L177,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L177,,,
Unsatisfactory,validation-220,Incorrect Slippage Tolerance Calculation in `calculateSlippageTolerance` Due to Underflow.,Invalid,Low QA frequently reported by the bots,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/gamma/GammaTradeMarketLib.sol#L150,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/gamma/GammaTradeMarketLib.sol#L150,,,
Unsatisfactory,validation-221,Incorrect Slippage Tolerance in calculateSlippageToleranceByPrice When Prices Are Equal.,Invalid,Incorrect assumptions,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/gamma/GammaTradeMarketLib.sol#L176,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/gamma/GammaTradeMarketLib.sol#L176,,,
Unsatisfactory,validation-228,getUserPosition Returns Uninitialized Vault Data for Users Without Positions.,Invalid,Informational,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/perp/PerpMarketV1.sol#L247-L263,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/perp/PerpMarketV1.sol#L247-L263,,,
Unsatisfactory,validation-229,Missing Empty Signature Handling,Invalid,Low QA on empty byte check,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/perp/PerpOrderV3.sol#L78-L80,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/perp/PerpOrderV3.sol#L78-L80,,,
Unsatisfactory,validation-236,Accumulated `creator revenue` cannot be withdrawn if the set `poolOwner` is blacklisted by the `pool.token`.,Invalid,QA at best. Invalid per C4 rule,erc20 pause/blacklist,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L208-L210,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/logic/LiquidationLogic.sol#L93-L100,"https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/logic/LiquidationLogic.sol#L93-L100,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L208-L210",,,
Unsatisfactory,validation-238,Reentrancy,Invalid,Devoid of actual scenario given,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L313,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L313,,,
Unsatisfactory,validation-250,Potential Manipulation of Interest Rates and Fees in `registerPair` Function,Role is trusted,Impractical exploit,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L105-L110,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L105-L110,,,
Unsatisfactory,validation-256,Possible `interest-free` loans due to the current interest rate update mechanism,Invalid,Intended design,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/ApplyInterestLib.sol#L31-L34,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/ApplyInterestLib.sol#L31-L34,,,
Unsatisfactory,validation-258,Any user can register `quote token` address for any pair,Invalid,Pool owner is trusted,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/base/BaseMarket.sol#L96-L101,,https://github.com/code-423n4/2024-05-predy/blob/main/src/base/BaseMarket.sol#L96-L101,,,
Unsatisfactory,validation-262,A `trader` can deposit any non-vault assets and open a position due to missing validation in `permit`,Invalid,Low QA,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/gamma/GammaTradeMarket.sol#L447-L454,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/gamma/GammaTradeMarket.sol#L447-L454,,,
Unsatisfactory,validation-271,Liquidity providers unable to withdraw when the pool is in deficit state,Invalid,Intended design,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/ScaledAsset.sol#L67,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/ScaledAsset.sol#L67,,,
Unsatisfactory,validation-299,Solmate safetransfer and safetransferfrom does not check the code size of the  token address,Lack of evidence.,Low QA frequently reported by the bots,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/logic/SupplyLogic.sol#L4,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/logic/SupplyLogic.sol#L4,,,
Unsatisfactory,validation-300,Protocols limited accessibility when it comes to chainlink oracle,Low quality report,Low QA. There's no fallback oracle entailed anyway,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,,,
Unsatisfactory,validation-324,reallocation of LP funds can lead to wrong estimation of `_assetStatus.lastFee{0/1}Growth` when there is no available liquidity in the LP position that constitutes the Squart,Report is unreadable,Insufficient/unstructured proof to elicit the flaws,reallocation to empty range,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L256,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L256,,,
Unsatisfactory,validation-326,Reentrancy Vulnerability in supply and withdraw Functions,Invalid,Devoid of actual scenario given,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L222,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L222,,,
Unsatisfactory,validation-34,"Privacy breach in the getUserPosition function in the PerpMarketV1 file because anyone can query user positions, exposing sensitive financial data",Invalid,Intended behaviour,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/perp/PerpMarketV1.sol#L247-L263,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/perp/PerpMarketV1.sol#L247-L263,,,
Unsatisfactory,validation-346,Unauthorized Trading and Potential Out of Gas Errors Due to allowedTraders Mapping Mismanagement,Invalid.,Informational,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L300,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L300,,,
Unsatisfactory,validation-35,Lack of settlementData Validation in ReallocationLogic.reallocate Function,GPT,Insufficient POC,,,"https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L256,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/logic/ReallocationLogic.sol#L27",,"https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L256,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/logic/ReallocationLogic.sol#L27",,,
Unsatisfactory,validation-37,Flash Deposit Exploit Potential in Liquidation Logic,GPT,Insufficient proof,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/logic/LiquidationLogic.sol#L39,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/logic/LiquidationLogic.sol#L39,,,
Unsatisfactory,validation-38,Bypassing Initial States in trade Function,GPT,Informational,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L265,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L265,,,
Unsatisfactory,validation-394,`interest` is paid on  debt while liquidation is running,Invalid,Intended design,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/logic/LiquidationLogic.sol#L49-L53,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/logic/LiquidationLogic.sol#L49-L53,,,
Unsatisfactory,validation-400,Protocol lacks graceful retirement feature,Invalid,Informational,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L222-L228,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L222-L228,,,
Unsatisfactory,validation-402,Incorrect token transfer Logic in `sell` and `buy` during direct fill.,Invalid,Insufficient proof to elicit the flaws,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/base/SettlementCallbackLib.sol#L99-L108,,https://github.com/code-423n4/2024-05-predy/blob/main/src/base/SettlementCallbackLib.sol#L99-L108,,,
Unsatisfactory,validation-423,`getSqrtTWAP()`  will revert when `ago` calculation underflows,Invalid,Insensible mitigation,negative tick,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L57,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L36-L74,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L36-L74,,,
Unsatisfactory,validation-437,`entryTokenAddress` is not validated before executing a trade in `quoteTrade()`,Invalid,Low QA,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/gamma/GammaTradeMarket.sol#L315-L331,,https://github.com/code-423n4/2024-05-predy/blob/main/src/markets/gamma/GammaTradeMarket.sol#L315-L331,,,
Unsatisfactory,validation-440,Incorrect accounting of total and borrowed amounts in `updateSqrtPosition` function leading to potential fund loss,Invalid,Insufficient proof to elicit the flaws,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/Perp.sol#L551-L558,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/Perp.sol#L551-L558,,,
Unsatisfactory,validation-443,Re-org attack in PriceFeed.sol,Invalid,Low QA frequently reported by the bots,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L18-L25,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L18-L25,,,
Unsatisfactory,validation-444,PriceFeed contract vulnerable to arbitrage,Invalid,Informational,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L44-L60,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L44-L60,,,
Unsatisfactory,validation-459,wrong value of VALID_TIME_PERIOD,Invalid,Insufficient proof,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L35,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L35,,,
Unsatisfactory,validation-48,Incomplete createVault Function in PredyPool Contract,Invalid,Insufficient proof,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L337,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L337,,,
Unsatisfactory,validation-487,Malicious pool owner (NOT TRUSTED) can force liquidate safe positions,"Invalid. Role is trusted. No evidence that this breaks protocol trusted assumptions, damage is only to tha vault.",Pool owner is trusted,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L167-L169,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L167-L169,,,
Unsatisfactory,validation-488,Initial interest rate calculation erroneously applies a large interest rate to pools,,Insufficient proof on uninitialized pairStatus.lastUpdateTimestamp on a library contract,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/ApplyInterestLib.sol#L22-L48,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/ApplyInterestLib.sol#L22-L48,,,
Unsatisfactory,validation-489,"Tick ranges are rebalanced despite being in-range, but there is no swap to rebalance the liquidity of the new range, causing pairs to have an incorrect amount of liquidity for the new tick range",Invalid. Liquidity should be put to the new range regardless even if it was in-range from the previous ticks.,Insufficient proof to elicit the flaws,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/Perp.sol#L206,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/Perp.sol#L206,,,
Unsatisfactory,validation-498,Interest rate `lastUpdatedTimestamp` is updated to the current `block.timestamp` despite no actual update to the `pool status` values,Invalid,Insufficient proof on flaws relating to a library function,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/ApplyInterestLib.sol#L22-L48,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/ApplyInterestLib.sol#L22-L48,,,
Unsatisfactory,validation-510,over-approval issue  in the UniswapSettlement from the way token approvals are handled,Bot Finding. L-1,L-1 from Analyzer,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L31,,https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L31,,,
Unsatisfactory,validation-548,`borrowedAmount` does not always add to `_assetStatus.fee{0/1}Growth` and `borrowPremium{0/1}Growth` when `utilization > Constants.SQUART_KINK_UR`,Invalid,Insufficient/unstructured proof to elicit the flaws,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/Perp.sol#L393-L407,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/Perp.sol#L393-L407,,,
Unsatisfactory,validation-551,Squart positions are rebalanced into a wrong range due to rounding error in tick calculation causing the position to earn less fees,Invalid,Intended behaviour,,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/Perp.sol#L414-L420,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/Perp.sol#L414-L420,,,
Unsatisfactory,validation-585,Trade transactions can be DOS’d,Invalid,Intended design,slot0,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/Perp.sol#L426-L438,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L13,"https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L13,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/Perp.sol#L426-L438",,,
